SeriesInstanceUID,StudyInstanceUID,Modality,SeriesDescription,BodyPartExamined,SeriesNumber,Collection,Visibility,ImageCount
1.3.6.1.4.1.9590.100.1.2.336140691713599002026264370393392600572,1.3.6.1.4.1.9590.100.1.2.426896584711792880208988862732149212449,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.285031839012393428200222660081050793109,1.3.6.1.4.1.9590.100.1.2.383321650012002427638774048591135162015,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.349750807312790393730055294924200427235,1.3.6.1.4.1.9590.100.1.2.361931850211268496115050536022963445126,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.128475501111348894809978817563752879381,1.3.6.1.4.1.9590.100.1.2.318174473512682919216039510020153332186,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.156429831212124644117987682961436941917,1.3.6.1.4.1.9590.100.1.2.184560536311960038008909182833188708343,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.203891778812936553635107621173538879683,1.3.6.1.4.1.9590.100.1.2.84907442211929172816259867092844527324,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.329210912310967885401456277882049303085,1.3.6.1.4.1.9590.100.1.2.240457572711810205828087906662962423155,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.73421806511240577937139708330358440682,1.3.6.1.4.1.9590.100.1.2.27658601612750582914153980703871588093,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.148686803712462906622374060892629285446,1.3.6.1.4.1.9590.100.1.2.159015119512602003201571716012942282090,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.62362248312700592229111873632676885568,1.3.6.1.4.1.9590.100.1.2.343834542012890137334453518461912135681,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.166096012610604376639655223480951980969,1.3.6.1.4.1.9590.100.1.2.39347835610171221005568160193090804273,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.172919944411677915229848590353488276134,1.3.6.1.4.1.9590.100.1.2.153353826412425919738364412764180697712,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.428041352412910454719421646690404262014,1.3.6.1.4.1.9590.100.1.2.158940811612606428816314533491004247368,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.131166517211175029814754105961193992633,1.3.6.1.4.1.9590.100.1.2.53627362112324157608312820852451644784,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.356624724711827621627229493093004503791,1.3.6.1.4.1.9590.100.1.2.296211031111946462104635529314174805117,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.303963040612973183809584385400827798675,1.3.6.1.4.1.9590.100.1.2.33438926411507340523311097813218633871,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.424638564713660582219399223280435182077,1.3.6.1.4.1.9590.100.1.2.252817225911614892732583822520991470976,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.348316458012317724403421295400199882746,1.3.6.1.4.1.9590.100.1.2.96684330311188942613481291521735380779,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.85870180612180229332613879573835216081,1.3.6.1.4.1.9590.100.1.2.216218290312209129711217512213193422871,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.256822345013628384406726618932254614746,1.3.6.1.4.1.9590.100.1.2.139906122711304383319228760510726782821,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.409207265212595936741414537543409826717,1.3.6.1.4.1.9590.100.1.2.229552924510260058107052012850581006269,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.413719783912934165841599750420836099995,1.3.6.1.4.1.9590.100.1.2.139300909712289899323925986772461911227,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.412965116411834959031936355110915022364,1.3.6.1.4.1.9590.100.1.2.172506911711552124315050668964233744708,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.394064951611063352439533738582020635502,1.3.6.1.4.1.9590.100.1.2.255490114713502722206353793704091790845,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.263687502211278852308517700023833966129,1.3.6.1.4.1.9590.100.1.2.76053712812465057914334778171403735636,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.200983790810176607803832982141479809710,1.3.6.1.4.1.9590.100.1.2.395714290412263645107043718722828675636,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.331904265911512030831184818240271458141,1.3.6.1.4.1.9590.100.1.2.252056815710743793837439999341666556151,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.170007546712574576531170925212939732363,1.3.6.1.4.1.9590.100.1.2.417822951112815420403465401710480453761,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.79384931311099795428619104562930591163,1.3.6.1.4.1.9590.100.1.2.319534145512676820220556538040696952454,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.207645418912956640938949109111186741944,1.3.6.1.4.1.9590.100.1.2.127296669911853004917758427260199756849,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.233937814612140678434788847791921701335,1.3.6.1.4.1.9590.100.1.2.290280947112577443319248871963339740559,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.61036743311125583313047274280567048361,1.3.6.1.4.1.9590.100.1.2.68430308811664570216057071432263551026,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.225302882212518929311329883021007445813,1.3.6.1.4.1.9590.100.1.2.188111532713150804824252353571825482006,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.295326067813319071803507885093865003464,1.3.6.1.4.1.9590.100.1.2.299928246013928625036610914720292257356,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.391753030711298372041348706691619519768,1.3.6.1.4.1.9590.100.1.2.411725899412665340931500934592688264654,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.65030953812108208712227969821580395603,1.3.6.1.4.1.9590.100.1.2.142641460812213053430600132223341257816,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.108709310310470826227069758833996167770,1.3.6.1.4.1.9590.100.1.2.398328602411034031639480874683982022136,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.182768538513893622409297189391059224847,1.3.6.1.4.1.9590.100.1.2.429496255212282730229551479342985424987,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.71928301212219609314072252602966948877,1.3.6.1.4.1.9590.100.1.2.361663983310320668003891795491258597306,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.107208772712756184727248595500844018939,1.3.6.1.4.1.9590.100.1.2.39566081212416316903277088593165769656,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.69593508413111090311950590930695136313,1.3.6.1.4.1.9590.100.1.2.227294638910719660317896836071520764674,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.352822755513452795201836990730140870919,1.3.6.1.4.1.9590.100.1.2.36354088712550359531643539632930917126,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.422123520011922899217541945691484632474,1.3.6.1.4.1.9590.100.1.2.142403477112288529212873443001391532558,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.96248553913743164001617432932817446188,1.3.6.1.4.1.9590.100.1.2.266128372211556701113230670243714115234,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.48108565012803469540186438433421578888,1.3.6.1.4.1.9590.100.1.2.340150523312880274532812519923289577902,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.104098193313490577933291262873930417517,1.3.6.1.4.1.9590.100.1.2.90750428112702051638212740373538660453,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.74414112111016019039766101982433139856,1.3.6.1.4.1.9590.100.1.2.363498803612413388213654834312067202288,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.423283577712821737707939593061526028130,1.3.6.1.4.1.9590.100.1.2.174098060111938425402622877983842378457,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.164174857612677432629018415942618879873,1.3.6.1.4.1.9590.100.1.2.367703332613774802330864411290148926176,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.420314356512813221229518186673665284964,1.3.6.1.4.1.9590.100.1.2.67834836512535191020825975191056080587,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.379593658510835323128627421690186152690,1.3.6.1.4.1.9590.100.1.2.192430089413064844616914807180161288342,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.402643449512415976237006015151202585134,1.3.6.1.4.1.9590.100.1.2.54176539112841861431681302133289769062,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.285440095811114224804490681770375275703,1.3.6.1.4.1.9590.100.1.2.279487328812313135720312357660407732964,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.98372090412386749225225312403309635048,1.3.6.1.4.1.9590.100.1.2.396220810812967605031359945373210762707,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.355773468011776616230827398891817167802,1.3.6.1.4.1.9590.100.1.2.352542294712320268117524304664042155567,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.188890844413720002221423179850133021932,1.3.6.1.4.1.9590.100.1.2.274340617112129196020999871014007575344,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.350546038712624038408433082083902639722,1.3.6.1.4.1.9590.100.1.2.363926956911826102115398834164243292618,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.220280685513130075322275913451557533119,1.3.6.1.4.1.9590.100.1.2.178566783512040686713656442011602617328,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.68359999211952203236416201422505794258,1.3.6.1.4.1.9590.100.1.2.336321891411723063932424004241173881452,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.416621853111881253514598875510006554861,1.3.6.1.4.1.9590.100.1.2.212412705711835210125052238401063413943,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.222281501911594113427523470683718323294,1.3.6.1.4.1.9590.100.1.2.157793341911415872722519704792678424608,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.352128912013228466410351371520684526368,1.3.6.1.4.1.9590.100.1.2.88073099212384048531672887463128001122,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.391224973712452207210149840940582474307,1.3.6.1.4.1.9590.100.1.2.392340360111530535529435670061556018122,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.279948923912430242505168644041044434070,1.3.6.1.4.1.9590.100.1.2.288890966512995560334995879743852067310,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.179002426311854030527787595823231987229,1.3.6.1.4.1.9590.100.1.2.45762372110640775629264024663861324050,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.198834718312715761209988000201552629926,1.3.6.1.4.1.9590.100.1.2.158374174611607754932904713212238903562,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.312891195211815450318271986322851582397,1.3.6.1.4.1.9590.100.1.2.374776919512799445819538515820122816915,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.367814693413055371111666725260467765478,1.3.6.1.4.1.9590.100.1.2.43861083711468683228522005781304206433,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.7695450411177884124982727031697671380,1.3.6.1.4.1.9590.100.1.2.134711472212761241327170049682090721722,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.130470974411070255504692218214098227421,1.3.6.1.4.1.9590.100.1.2.216887038512164892927284904233695661617,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.344447442911351614334714653632888167512,1.3.6.1.4.1.9590.100.1.2.2375581211218365733342713643142284100,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.219128453912129615413882008863620477430,1.3.6.1.4.1.9590.100.1.2.334790393712217720717474579451763312427,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.120998615613811225618219808193960040058,1.3.6.1.4.1.9590.100.1.2.38689986713482772227607349013946517946,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.354019006911511506831408820601819240194,1.3.6.1.4.1.9590.100.1.2.76468357712991495112206560380483297403,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.266960425413774676731789659030422921930,1.3.6.1.4.1.9590.100.1.2.343455889212367092627072879942767173686,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.823895812753986636179936144151938229,1.3.6.1.4.1.9590.100.1.2.158507582012552663740389536290106619206,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.106249827813113909612238437690120291334,1.3.6.1.4.1.9590.100.1.2.44536189211132550226067936024073501444,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.275882615212993080933361025713032556573,1.3.6.1.4.1.9590.100.1.2.391260081612605661611316085053948395512,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.427723824512152682811037385363205255031,1.3.6.1.4.1.9590.100.1.2.147233484411259393529524786303228774241,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.74027474310821018314806355672297628810,1.3.6.1.4.1.9590.100.1.2.105041258411405175012029569510107805780,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.37648580212957978230487540551259354524,1.3.6.1.4.1.9590.100.1.2.402645937912314561107133938271225502229,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.145652490711909263606662957233744547906,1.3.6.1.4.1.9590.100.1.2.122927068611800785903811319333877876885,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.390445679911979677723186008730880664974,1.3.6.1.4.1.9590.100.1.2.207050203610851829116719448543755653682,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.156204020610542192932538280281913001798,1.3.6.1.4.1.9590.100.1.2.261824767012269990107972230571015739541,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.107975713012577821628078911051705957483,1.3.6.1.4.1.9590.100.1.2.14753176612777617135836320091953340854,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.13799030611812058337524648080094578300,1.3.6.1.4.1.9590.100.1.2.183487855312596190732512037323075088968,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.197148922312713609517981554543182755887,1.3.6.1.4.1.9590.100.1.2.214620860211172483307719924672930187529,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.378088573812909403003653228944192523130,1.3.6.1.4.1.9590.100.1.2.193994740710374000231645362011716214148,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.99025095512123343413129637712655833127,1.3.6.1.4.1.9590.100.1.2.385001057210673456135178582000160127107,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.60057507212899364912362446563347943654,1.3.6.1.4.1.9590.100.1.2.13457296111115035809865427281085692253,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.139822995511461422133205580133771707407,1.3.6.1.4.1.9590.100.1.2.255110897612416375737498856122485988562,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.46588923612656215529800004052659011219,1.3.6.1.4.1.9590.100.1.2.155239531311409823419964248680642707017,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.214320482510079928016415374101280413204,1.3.6.1.4.1.9590.100.1.2.205383353913749792022554796862918699711,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.299469518512435452319106656263322833710,1.3.6.1.4.1.9590.100.1.2.419085189511778904336313171292192319795,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.324673355211304554727213098663845131535,1.3.6.1.4.1.9590.100.1.2.378416145213089145317752575164140836415,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.344129535010922122021504618860475758906,1.3.6.1.4.1.9590.100.1.2.62820596212496839042540860163690139574,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.286829473913058402801957659161523761906,1.3.6.1.4.1.9590.100.1.2.272774024513909546622958102142490167954,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.382046109212137032837822217122458378113,1.3.6.1.4.1.9590.100.1.2.109449311411732832130037264892141318795,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.412578311012465752433200165180810536217,1.3.6.1.4.1.9590.100.1.2.425709474512904592511305504403819223767,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.31830048111454978035498810173867786399,1.3.6.1.4.1.9590.100.1.2.144705160212682250713149019073244693611,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.136702948711772971420930861044037171294,1.3.6.1.4.1.9590.100.1.2.76928694113926129726911051903140834443,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.278578904411757303328528892551538490459,1.3.6.1.4.1.9590.100.1.2.88242825010708593931351397182535635002,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.352464887112539963439181784381304351241,1.3.6.1.4.1.9590.100.1.2.29141856811842620424738927932338049854,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.362432849513329218711904211253071425502,1.3.6.1.4.1.9590.100.1.2.316006360113303456707966340231532492727,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.104686749910454751414149879103342662195,1.3.6.1.4.1.9590.100.1.2.13050593512568593414654273340546226019,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.320340501311336761702507217133260856667,1.3.6.1.4.1.9590.100.1.2.233993479311956012640026351511937294760,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.302080540010025808913376961441643139046,1.3.6.1.4.1.9590.100.1.2.44512328511663749037546065230199488029,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.130771752912766067402650523451325263533,1.3.6.1.4.1.9590.100.1.2.391035516712045244913699329510202729138,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.213873839511674723534273097451178728281,1.3.6.1.4.1.9590.100.1.2.61541779111322348431575919394152774501,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.80636220111619759840797390173465079104,1.3.6.1.4.1.9590.100.1.2.210436208512437718721857437781149292549,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.23695694812696245802204320092933544331,1.3.6.1.4.1.9590.100.1.2.363061887612518746141644817114174344180,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.380327564311857678400848846711545959410,1.3.6.1.4.1.9590.100.1.2.220667173111320458909276816902442661354,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.303116768511829478820680925500312061481,1.3.6.1.4.1.9590.100.1.2.275225781711183922505631612522771875622,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.142907773911947688702213113893866359104,1.3.6.1.4.1.9590.100.1.2.316463961513039555116579514163020392334,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.296655292410858880841776257620436965580,1.3.6.1.4.1.9590.100.1.2.204697379311647544800889151190454313230,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.327546655412429907703257655470092494966,1.3.6.1.4.1.9590.100.1.2.263414368211690323341005036953018716286,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.5560655811630664812485794823416544257,1.3.6.1.4.1.9590.100.1.2.40586156113897977304443767550243977097,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.321370481911159457023509364911008063546,1.3.6.1.4.1.9590.100.1.2.94528184612684221239841868030730351455,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.125646349412437530720906699543571013327,1.3.6.1.4.1.9590.100.1.2.340167069510232682112700742681132232172,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.56085006113084566424056551783284458998,1.3.6.1.4.1.9590.100.1.2.292617178812425435441150337280782245433,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.26524748811152512242348842641634506174,1.3.6.1.4.1.9590.100.1.2.350280159012675506737954671392888291850,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.212125268612002310729022327212837507487,1.3.6.1.4.1.9590.100.1.2.383015862912581351737632603133185283804,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.323350974413696601610671070033735006116,1.3.6.1.4.1.9590.100.1.2.306471622511001225200619828642344673182,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.232788245310770552306464675114291835611,1.3.6.1.4.1.9590.100.1.2.414283377011125143825077011501557810667,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.187100916712896671939716248682770393404,1.3.6.1.4.1.9590.100.1.2.354239463311824675813715250071788506188,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.137562241011481380706391312851646232919,1.3.6.1.4.1.9590.100.1.2.399699816010921135542102723933589705539,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.360157171311166640209868517473621555491,1.3.6.1.4.1.9590.100.1.2.364534151213826115442024336761354960854,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.223061729311084830628882971292477990234,1.3.6.1.4.1.9590.100.1.2.301517592512454063831447328614281449899,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.229795973713920147637790196494160725688,1.3.6.1.4.1.9590.100.1.2.207408216312300379606601220241165283514,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.363740416710784508728741689790122387675,1.3.6.1.4.1.9590.100.1.2.219040607612940340309423748112176396720,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.248115612612159135527729819242033368775,1.3.6.1.4.1.9590.100.1.2.207912090211728527511233599053466683106,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.160847063212603381424249690883118931448,1.3.6.1.4.1.9590.100.1.2.216346348113186939139123698332364395568,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.343423441211310843508766366022058798021,1.3.6.1.4.1.9590.100.1.2.64664611112949591536176823221120713739,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.70570441811682449042172581592310654000,1.3.6.1.4.1.9590.100.1.2.89076752410073217437515237281167455740,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.44996026512409155326977767970746477858,1.3.6.1.4.1.9590.100.1.2.227287709711623402325379004233909675820,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.207954733313502027206816188541537700390,1.3.6.1.4.1.9590.100.1.2.194000357310932556011641552774127724757,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
1.3.6.1.4.1.9590.100.1.2.427732696412560523721343771383026458297,1.3.6.1.4.1.9590.100.1.2.169697280811479668921875073501571851364,MG,full mammogram images,BREAST,1,CBIS-DDSM,1,1
